"source","description","date","curator","revision","Increased abundance in Group 1","NCBI","Experiment","Study","Page Name"
"table 3","Differentiately abundant mictobiota between Belgian CFS patients and Belgian controls","2018-11-12","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","420345","Experiment 3","Study 30","Signature 1"
"table 3","Differentiately abundant mictobiota between Belgian CFS patients and Belgian controls","2018-11-12","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","553372","Experiment 3","Study 30","Signature 2"
"Figure 3a","Differentiately abundant mictobiota between CFS/ME and healthy controls","2018-11-14","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","31979,1485,29347,1512,100883,105841,1017280,106588,33038,333367,207244,s__coprobacillus_bacterium","Experiment 1","Study 31","Signature 1"
"Figure 3a","Differentiately abundant mictobiota between CFS/ME and healthy controls","2018-11-14","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","116085,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_obeum,823,729,724,186803,135625,712,39488,39496,39486,88431,189330,1378,360807,33042,216851,28117,853,841,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_cf","Experiment 1","Study 31","Signature 2"
"Figure 3b","Differentiately abundant mictobiota between CFS/ME with IBS and healthy controls","2018-11-15","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","105841,1485,31979,208479,207244","Experiment 2","Study 31","Signature 1"
"Figure 3b","Differentiately abundant mictobiota between CFS/ME with IBS and healthy controls","2018-11-15","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","186803,116085,853,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_cf,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_obeum,39486,841,39488,88431,189330,410072,33042,360807,216851","Experiment 2","Study 31","Signature 2"
"Figure 3c","Differentiately abundant mictobiota between CFS/ME without IBS and healthy controls","2018-12-12","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","s__clostridium_cf,100883,31979,1485,33038,88431,286,351,72274,1017280,106588,84111,84112,1512,29347,s__coprobacillus_bacterium","Experiment 3","Study 31","Signature 1"
"Figure 3c","Differentiately abundant mictobiota between CFS/ME without IBS and healthy controls","2018-12-12","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","116085,823,39486,189330","Experiment 3","Study 31","Signature 2"
"Table 3 +text","Significant differential abundance in anorexia nervosa vs controls","2018-11-14","Fatima Zohra","Shaimaa Elsafoury","increased","1224,543,2173","Experiment 1","Study 32","Signature 1"
"Table 3 +text","Significant differential abundance in anorexia nervosa vs controls","2018-11-14","Fatima Zohra","Shaimaa Elsafoury","decreased","1239,541000,1263,841,1485","Experiment 1","Study 32","Signature 2"
"Table 2, Table 4 & Table 5","Comparison of the gut microbiota composition between obese and non-obese individuals in a Japanese population, using  Next generation sequencing","2018-11-24","Marianthi Thomatos","Shaimaa Elsafoury","increased","53443,116085,39496,40518,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_obeum","Experiment 1","Study 33","Signature 1"
"Table 2, Table 4 & Table 5","Comparison of the gut microbiota composition between obese and non-obese individuals in a Japanese population, using  Next generation sequencing","2018-11-24","Marianthi Thomatos","Shaimaa Elsafoury","decreased","292800,871325,818,418240,208479,976","Experiment 1","Study 33","Signature 2"
"Table 3","Differentially abundant features of Bipolar disorder individuals in comparison to HC","2018-11-28","Fatima Zohra","Shaimaa Elsafoury","increased","201174,84999,84107,84998","Experiment 1","Study 34","Signature 1"
"Table 3","Differentially abundant features of Bipolar disorder individuals in comparison to HC","2018-11-28","Fatima Zohra","Shaimaa Elsafoury","decreased","541000,216851","Experiment 1","Study 34","Signature 2"
"text (results)","Microbiota composition in relation to inflammatory markers among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","186826,33958,1578,1300,1301","Experiment 2","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to lipid levels among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","31979","Experiment 3","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to lipid levels among bipolar patients","2019-10-03","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","171552,838","Experiment 4","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to tryptophan metabolites among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","1578,33958,84107,31979","Experiment 5","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to markers of oxidative stress among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","1730","Experiment 6","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to markers of oxidative stress among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","decreased","216851","Experiment 7","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to BMI among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","1578,33958,91061","Experiment 8","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to metabolic syndrome among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","33958,1578,84107","Experiment 9","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to depressive syndrome among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","543","Experiment 10","Study 34","Signature 1"
"text (results)","Microbiota composition in relation to depressive syndrome among bipolar patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","decreased","31979,841","Experiment 10","Study 34","Signature 2"
"Supplementary Table 1","Differentially abundant features of Bipolar disorder individuals in comparison to HC after exclusion obese and diabetic patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","increased","201174,84999,84107,84998","Experiment 11","Study 34","Signature 1"
"Supplementary Table 1","Differentially abundant features of Bipolar disorder individuals in comparison to HC after exclusion obese and diabetic patients","2018-12-07","Fatima Zohra","Shaimaa Elsafoury","decreased","541000,216851","Experiment 11","Study 34","Signature 2"
"Figure 3","Comparison of microbiota using LDA score by LEfSe analysis between primary sjogres patients(PSS) and healthy controls","2018-11-28","Rimsha Azhar","Shaimaa Elsafoury","increased","29465,909929,31977,1236,1224","Experiment 1","Study 35","Signature 1"
"Figure 3","Comparison of microbiota using LDA score by LEfSe analysis between primary sjogres patients(PSS) and healthy controls","2018-11-28","Rimsha Azhar","Shaimaa Elsafoury","decreased","1654,724,482,32207,836,1257,28216,2049,712,481,206351,1268,171551,2037,203490,32066,203491,186801,186802,135625,201174","Experiment 1","Study 35","Signature 2"
"Table 2","Gut microbiota markers in obese adolescent and adult patterns: age-dependent differential patterns","2018-12-01","Marianthi Thomatos","Shaimaa Elsafoury","increased","1654,31979,74426,853,1747","Experiment 1","Study 36","Signature 1"
"Table 2","Gut microbiota markers in obese adolescent and adult patterns: age-dependent differential patterns","2018-12-01","Marianthi Thomatos","Shaimaa Elsafoury","decreased","119852","Experiment 1","Study 36","Signature 2"
"Table 2","Gut microbiota markers in obese adolescent and adult patterns: age-dependent differential patterns","2018-12-01","Marianthi Thomatos","Shaimaa Elsafoury","increased","31979,186803,853,1747,1301","Experiment 2","Study 36","Signature 1"
"Table 2","Gut microbiota markers in obese adolescent and adult patterns: age-dependent differential patterns","2018-12-01","Marianthi Thomatos","Shaimaa Elsafoury","decreased","47678,2005519,119852","Experiment 2","Study 36","Signature 2"
"Table 2","Gut microbiota markers in obese adolescent and adult patterns: age-dependent differential patterns","2019-03-09","Marianthi Thomatos","Shaimaa Elsafoury","increased","119852,47678,2005519","Experiment 3","Study 36","Signature 1"
"Table 2","Gut microbiota markers in obese adolescent and adult patterns: age-dependent differential patterns","2019-03-09","Marianthi Thomatos","Shaimaa Elsafoury","decreased","186803,1301","Experiment 3","Study 36","Signature 2"
"Table S4","U Mann-Whitney test on OTUs at family/species level for the CTRL_ado, CTRL_adult, ob_ado, ob_adult groups.","2019-10-07","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","1654,447020,74426,853,201174,1239","Experiment 4","Study 36","Signature 1"
"Table S4","U Mann-Whitney test on OTUs at family/species level for the CTRL_ado, CTRL_adult, ob_ado, ob_adult groups.","2019-10-07","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","1654,447020,31979,74426,853,186803,1747,1301,29466,201174,1239","Experiment 5","Study 36","Signature 1"
"Table S4","U Mann-Whitney test on OTUs at family/species level for the CTRL_ado, CTRL_adult, ob_ado, ob_adult groups.","2019-10-07","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","47678,2005519,119852,976","Experiment 5","Study 36","Signature 2"
"Table S4","U Mann-Whitney test on OTUs at family/species level for the CTRL_ado, CTRL_adult, ob_ado, ob_adult groups.","2019-10-07","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","853,1747","Experiment 6","Study 36","Signature 1"
"Figure 3","Cladogram of Colorectal cancer and healthy microbiota","2018-12-06","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","1378,1730,1257,236752,459786,165779,543311,61170,848,32067,32257,283168,375288,836,194,123375,186806,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XI_Incertae_Sedis,90964,72294,171551,203492,203490","Experiment 1","Study 37","Signature 1"
"Figure 3","Cladogram of Colorectal cancer and healthy microbiota","2018-12-06","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","1243,1301","Experiment 1","Study 37","Signature 2"
"Figure S3, S4","Identification of significant microbial genera and species associated with different body sites (head, neck and underarm)","2019-07-09","Rimsha Azhar","Shaimaa Elsafoury","increased","1912216,1747","Experiment 1","Study 38","Signature 1"
"Figure S3, S4","Identification of significant microbial genera and species associated with different body sites (head, neck and underarm)","2019-07-09","Rimsha Azhar","Shaimaa Elsafoury","decreased","55193,1279,76773,1290,1282","Experiment 1","Study 38","Signature 2"
"Figure S3, S4","Identification of significant microbial genera and species associated with different body sites (head, neck and underarm)","2019-07-09","Rimsha Azhar","Shaimaa Elsafoury","increased","1912216,55193,1747,76773","Experiment 2","Study 38","Signature 1"
"Figure S3, S4","Identification of significant microbial genera and species associated with different body sites (head, neck and underarm)","2019-07-09","Rimsha Azhar","Shaimaa Elsafoury","decreased","1279,1290","Experiment 2","Study 38","Signature 2"
"Figure S3, S4","Identification of significant microbial genera and species associated with different body sites (head, neck and underarm)","2019-07-09","Rimsha Azhar","Shaimaa Elsafoury","increased","1282,76773","Experiment 3","Study 38","Signature 1"
"Figure S3, S4","Identification of significant microbial genera and species associated with different body sites (head, neck and underarm)","2019-07-09","Rimsha Azhar","Shaimaa Elsafoury","decreased","1290","Experiment 3","Study 38","Signature 2"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","1282","Experiment 1","Study 39","Signature 1"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","265","Experiment 1","Study 39","Signature 2"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","469,33011,108981","Experiment 2","Study 39","Signature 1"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","265","Experiment 3","Study 39","Signature 1"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","increased","1279","Experiment 4","Study 39","Signature 1"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","1912216","Experiment 4","Study 39","Signature 2"
"Table 1& S3","List of microbes at the genus level that show significant correlation with odor intensity in at least one age group","2019-10-08","Shaimaa Elsafoury","Shaimaa Elsafoury","decreased","265","Experiment 5","Study 39","Signature 1"
